query	no	token	pos
경주여행	38	TIP	SL
경주여행	38	코스	NNG
경주여행	39	추천	NNG
경주여행	39	추천	NNG
경주여행	39	세요	EP+EF
경주여행	39	주신	NNG
경주여행	39	추천	NNG
경주여행	39	드릴게요	VV+EC
경주여행	39	즐거운	VA+ETM
경주여행	39	으면	EC
경주여행	39	어요	EF
경주여행	39	경북	NNP
경주여행	39	황성	NNG
경주여행	39	공원	NNG
경주여행	39	양남	NNG
경주여행	39	주상	NNG
경주여행	39	절리	NNG
경주여행	39	동궁	NNG
경주여행	39	월지	NNG
경주여행	39	궁원	NNG
경주여행	39	황리	NNG
경주여행	39	첨성대	NNG
경주여행	40	코스	NNG
경주여행	40	질문	NNG
경주여행	40	는데	EC
경주여행	40	예전	NNG
경주여행	40	가본적	NNG
경주여행	40	어서	EC
경주여행	40	대충	MAG
경주여행	40	지리	NNG
경주여행	40	는데	EC
경주여행	40	질문	NNG
경주여행	40	코스	NNG
경주여행	40	관련	NNG
경주여행	40	답변	NNG
경주여행	40	드리	VV
경주여행	40	습니다	EF
경주여행	40	경주로	NNG
경주여행	40	일정	NNG
경주여행	40	준비	NNG
경주여행	40	어요	EF
경주여행	40	아래	NNG
경주여행	40	첨부	NNG
경주여행	40	일정	NNG
경주여행	40	참고	NNG
경주여행	40	즐거운	VA+ETM
경주여행	41	는데	EC
경주여행	41	코스	NNG
경주여행	41	추천	NNG
경주여행	41	인데	VCP+EC
경주여행	41	코스	NNG
경주여행	41	추천	NNG
경주여행	41	주신	NNG
경주여행	41	코스	NNG
경주여행	41	추천	NNG
경주여행	41	드릴게요	VV+EC
경주여행	41	재밌	VA
경주여행	41	으면	EC
경주여행	41	어요	EF
경주여행	41	경북	NNP
경주여행	41	황성	NNG
경주여행	41	공원	NNG
경주여행	41	양남	NNG
경주여행	41	주상	NNG
경주여행	41	절리	NNG
경주여행	41	동궁	NNG
경주여행	41	월지	NNG
경주여행	41	궁원	NNG
경주여행	42	엄마	NNG
경주여행	42	엄마	NNG
경주여행	42	평일	NNG
경주여행	42	대중교통	NNG
경주여행	42	려고	EC
경주여행	42	는데요	EF
경주여행	42	일단	MAG
경주여행	42	불국사	NNG
경주여행	42	도보	NNG
경주여행	42	대중교통	NNG
경주여행	42	이용	NNG
경주여행	42	코스	NNG
경주여행	42	의견	NNG
경주여행	42	드려	VV+EC
경주여행	42	볼께요	VX+EF
경주여행	42	먼저	MAG
경주여행	42	평일	NNG
경주여행	42	어머니	NNG
경주여행	42	어머니	NNG
경주여행	42	행복	NNG
경주여행	42	세요	EP+EF
경주여행	42	주요	NNG
경주여행	42	관광지	NNG
경주여행	42	교통편	NNG
경주여행	42	도보	NNG
경주여행	42	포함	NNG
경주여행	43	뚜벅	MAG
경주여행	43	코스	NNG
경주여행	43	추천	NNG
경주여행	43	여자	NNG
경주여행	43	친구	NNG
경주여행	43	려고	EC
경주여행	43	는데	EC
경주여행	43	뚜벅	MAG
경주여행	43	돌아다닐	VV+ETM
경주여행	43	코스	NNG
경주여행	43	추천	NNG
경주여행	43	세요	EP+EF
경주여행	43	월드	NNG
경주여행	43	제외	NNG
경주여행	43	고요	EC
경주여행	43	여자	NNG
경주여행	43	친구	NNG
경주여행	43	코스	NNG
경주여행	43	추천	NNG
경주여행	43	드릴게요	VV+EC
경주여행	43	하루	NNG
경주여행	43	세요	EP+EF
경주여행	44	HELP	SL
경주여행	44	18	SN
경주여행	44	부터	JX
경주여행	44	20	SN
경주여행	44	까지	JX
경주여행	44	가족	NNG
경주여행	44	이랑	JC
경주여행	44	려고	EC
경주여행	44	는데	EC
경주여행	44	어딜	NP+JKO
경주여행	44	할지	VX+EC
경주여행	44	모르	VV
경주여행	44	어요	EF
경주여행	44	도와	VV+EC
경주여행	44	세요	EP+EF
경주여행	44	추천	NNG
경주여행	44	입니다	VCP+EF
경주여행	44	월드	NNG
경주여행	44	테마파크	NNG
경주여행	44	엑스포	NNG
경주여행	44	대공원	NNG
경주여행	44	국립	NNG
경주여행	44	박물관	NNG
경주여행	44	원릉	NNG
경주여행	44	동굴	NNG
경주여행	44	월지	NNG
경주여행	45	뚜벅	MAG
경주여행	45	다음	NNG
경주여행	45	평일	NNG
경주여행	45	려고	EC
경주여행	45	는데	EC
경주여행	45	시기	NNG
경주여행	45	별로	MAG
경주여행	45	아서	EC
경주여행	45	고민	NNG
경주여행	45	입니다	VCP+EF
경주여행	45	혼자	NNG
경주여행	45	뚜벅	MAG
경주여행	45	봄바람	NNG
경주여행	45	살랑살랑	MAG
경주여행	45	오푸스	NNG
경주여행	45	에서	JKB
경주여행	45	즐겨	VV+EC
경주여행	45	세요	EP+EF
경주여행	45	객실	NNG
경주여행	45	개별	NNG
경주여행	45	바베큐	NNG
경주여행	45	으로	JKB
경주여행	46	추천	NNG
경주여행	46	50	SN
경주여행	46	부부	NNG
경주여행	46	10	SN
경주여행	46	코스	NNG
경주여행	46	야경	NNG
경주여행	46	숙소	NNG
경주여행	46	먹거리	NNG
경주여행	46	추천	NNG
경주여행	46	부탁	NNG
경주여행	46	합니다	XSV+EF
경주여행	46	계획	NNG
경주여행	46	군요	EF
경주여행	46	그럼	MAJ
경주여행	46	에서	JKB
경주여행	46	추천	NNG
경주여행	46	드리	VX
경주여행	46	습니다	EF
경주여행	46	첨성대	NNG
경주여행	46	동궁	NNG
경주여행	46	월지	NNG
경주여행	46	대릉원	NNG
경주여행	47	코스	NNG
경주여행	47	부탁	NNG
경주여행	47	드려요	VV+EC
경주여행	47	출발	NNG
경주여행	47	합니다	XSV+EF
경주여행	47	코스	NNG
경주여행	47	부탁	NNG
경주여행	47	드립니다	VV+EC
경주여행	47	숙소	NNG
경주여행	47	아직	MAG
경주여행	47	예약	NNG
경주여행	47	어요	EF
경주여행	47	코스	NNG
경주여행	47	보고	JKB
경주여행	47	근처	NNG
경주여행	47	게스트	NNP
경주여행	47	하우스	NNP
경주여행	47	으려고요	EF
경주여행	47	안녕	IC
경주여행	47	세요	EP+EF
경주여행	47	계획	NNG
경주여행	47	없이	MAG
경주여행	47	루트	NNG
경주여행	47	실패	NNG
경주여행	48	아이	NNG
경주여행	48	코스	NNG
경주여행	48	려고	EC
경주여행	48	는데	EC
경주여행	48	동선	NNG
경주여행	48	ㅠㅠㅠ어렵네요	UNKNOWN
경주여행	48	가족	NNG
경주여행	48	계획	NNG
경주여행	48	입니다	VCP+EF
경주여행	48	구성원	NNG
경주여행	48	남편	NNG
경주여행	48	아이	NNG
경주여행	48	함께	MAG
경주여행	48	합니다	VV+EF
경주여행	48	첫째	NR
경주여행	48	강동	MAG
경주여행	48	워터	NNG
경주여행	48	파크	NNG
경주여행	48	까지	JX
경주여행	48	보낼	VV+ETM
경주여행	48	아이	NNG
경주여행	48	함께	MAG
경주여행	48	정말	MAG
경주여행	48	습니다	EF
경주여행	48	동안	NNG
경주여행	48	필요	NNG
경주여행	48	정보	NNG
경주여행	48	확인	NNG
경주여행	48	정보	NNG
경주여행	49	코스	NNG
경주여행	49	질문	NNG
경주여행	49	어요	EF
경주여행	49	23	SN
경주여행	49	25	SN
경주여행	49	코스	NNG
경주여행	49	추천	NNG
경주여행	49	세요	EP+EF
경주여행	49	대상	NNG
경주여행	49	어머니	NNG
경주여행	49	코스	NNG
경주여행	49	답변	NNG
경주여행	49	드릴게요	VV+EC
경주여행	49	코스	NNG
경주여행	49	답변	NNG
경주여행	49	드립니다	VV+EC
경주여행	49	어머님	NNG
경주여행	49	모시	VV
경주여행	49	떠나	VV
경주여행	49	즐거운	VA+ETM
경주여행	49	추억	NNG
경주여행	49	으로	JKB
경주여행	49	도록	EC
경주여행	50	10	SN
경주여행	50	코스	NNG
경주여행	50	식당	NNG
경주여행	50	추천	NNG
경주여행	50	부탁	NNG
경주여행	50	드립니다	VV+EC
경주여행	50	숙소	NNG
경주여행	50	가실	NNG
경주여행	50	방문	NNG
경주여행	50	예쁜	VA+ETM
경주여행	50	카페	NNG
경주여행	50	입니다	VCP+EF
경주여행	50	포토	NNG
경주여행	50	다양	XR
경주여행	50	작품	NNG
경주여행	50	함께	MAG
경주여행	50	감상	NNG
경주여행	50	카페	NNG
경주여행	50	라서	VCP+EC
경주여행	50	참고	NNG
경주여행	50	수면	NNG
경주여행	50	아요	EC
경주여행	51	질문	NNG
경주여행	51	안녕	NNG
경주여행	51	세요	EP+EF
경주여행	51	는데	EC
경주여행	51	이번	NNG
경주여행	51	려고	EC
경주여행	51	거든요	EF
경주여행	51	정도	NNG
경주여행	51	돌아다닐	VV+ETM
경주여행	51	은데	EC
경주여행	51	버스	NNG
경주여행	51	렌트카	NNG
경주여행	51	반갑	VA
경주여행	51	습니다	EF
경주여행	51	문화	NNG
경주여행	51	유산	NNG
경주여행	51	도시	NNG
경주여행	51	당일	NNG
경주여행	51	준비	NNG
경주여행	51	네요	EF
경주여행	51	방문	NNG
경주여행	51	처음	NNG
경주여행	51	라면	EC
경주여행	52	코스	NNG
경주여행	52	어디	NP
경주여행	52	가족	NNG
경주여행	52	이랑	JC
경주여행	52	려고	EC
경주여행	52	는데	EC
경주여행	52	코스	NNG
경주여행	52	어떻게	MAG
경주여행	52	해야	VV+EC
경주여행	52	할지	VX+EC
경주여행	52	모르	VV
경주여행	52	네요	EF
경주여행	52	코스	NNG
경주여행	52	어디	NP
경주여행	52	을까요	EF
경주여행	52	사실	MAG
경주여행	52	중학교	NNG
경주여행	52	어요	EF
경주여행	52	코스	NNG
경주여행	52	가장	MAG
경주여행	52	플레이스	NNG
경주여행	52	어요	EF
경주여행	52	혹시	MAG
경주여행	52	코스	NNG
경주여행	53	엄마	NNG
경주여행	53	아빠	NNG
경주여행	53	언니	NNG
경주여행	53	는데요	EC
경주여행	53	추천	NNG
경주여행	53	세요	EP+EF
경주여행	53	너무	MAG
경주여행	53	유명	XR
경주여행	53	아니	VCN
경주여행	53	네요	EF
경주여행	53	계획	NNG
경주여행	53	네요	EF
경주여행	53	여러분	NP
경주여행	53	즐길	VV+ETM
경주여행	53	장소	NNG
경주여행	53	활동	NNG
경주여행	53	추천	NNG
경주여행	53	드릴게요	VX+EC
경주여행	53	월드컵	NNG
경주여행	54	추천	NNG
경주여행	54	세요	EP+EF
경주여행	54	계획	NNG
경주여행	54	어요	EF
경주여행	54	일정	NNG
경주여행	54	으로	JKB
경주여행	54	려고	EC
경주여행	54	해요	VX+EF
경주여행	54	질문	NNG
경주여행	54	관련	NNG
경주여행	54	답변	NNG
경주여행	54	드리	VV
경주여행	54	도록	EC
경주여행	54	습니다	EF
경주여행	54	가시	VV
경주여행	54	군요	EC
경주여행	54	대부분	NNG
경주여행	54	평지	NNG
경주여행	54	으니	EC
경주여행	54	알아보	VV
경주여행	54	조금	NNG
경주여행	54	라도	EC
경주여행	54	참고	NNG
경주여행	54	으면	EC
경주여행	55	추천	NNG
경주여행	55	세요	EP+EF
경주여행	55	지도	NNG
경주여행	55	추천	NNG
경주여행	55	부탁	NNG
경주여행	55	합니다	XSV+EF
경주여행	55	보문	NNG
경주여행	55	단지	NNG
경주여행	55	위치	NNG
경주여행	55	우양	NNG
경주여행	55	미술관	NNG
경주여행	55	국내	NNG
경주여행	55	최초	NNG
경주여행	55	에서	JKB
경주여행	55	추천	NNG
경주여행	55	드리	VV
경주여행	55	장소	NNG
경주여행	55	동궁	NNG
경주여행	55	월지	NNG
경주여행	55	인데요	VCP+EF
경주여행	55	신라	NNP
경주여행	55	시대	NNG
경주여행	55	궁터	NNG
경주여행	55	였었	VCP+EP
경주여행	55	왕자	NNG
경주여행	55	생활	NNG
경주여행	55	장소	NNG
경주여행	55	다고	EC
경주여행	55	합니다	VX+EC
경주여행	56	11	SN
경주여행	56	11	SN
경주여행	56	건데	NNB+VCP+EC
경주여행	56	코스	NNG
경주여행	56	추천	NNG
경주여행	56	부탁	NNG
경주여행	56	드립니다	VV+EC
경주여행	56	군요	NNG
경주여행	56	코스	NNG
경주여행	56	에다가	JKB
경주여행	56	11	SN
경주여행	56	그래도	MAJ
경주여행	56	패딩	NNG
경주여행	56	느낌	NNG
경주여행	56	아니	VCN
경주여행	56	두꺼운	VA+ETM
경주여행	56	코트	NNG
경주여행	56	경량	NNG
경주여행	56	패딩	NNG
경주여행	56	정도	NNG
경주여행	56	추천	NNG
경주여행	56	드려요	VV+EC
경주여행	56	즐거운	VA+ETM
경주여행	56	세요	EP+EF
경주여행	57	코스	NNG
경주여행	57	조언	NNG
경주여행	57	부탁	NNG
경주여행	57	드립니다	VV+EF
경주여행	57	저희	NP
경주여행	57	가족	NNG
경주여행	57	저희	NP
경주여행	57	부모	NNG
경주여행	57	모시	VV
경주여행	57	질문	NNG
경주여행	57	코스	NNG
경주여행	57	관련	NNG
경주여행	57	답변	NNG
경주여행	57	드리	VV
경주여행	57	습니다	EF
경주여행	57	가족	NNG
경주여행	57	함께	MAG
경주여행	57	계획	NNG
경주여행	57	계시	VX
경주여행	57	는군요	EC
경주여행	57	가족	NNG
경주여행	57	일정	NNG
경주여행	57	준비	NNG
경주여행	57	어요	EF
경주여행	57	아래	NNG
경주여행	57	첨부	NNG
경주여행	57	일정	NNG
경주여행	57	참고	NNG
경주여행	58	친정	NNG
경주여행	58	엄마	NNG
경주여행	58	코스	NNG
경주여행	58	10	SN
경주여행	58	70	SN
경주여행	58	초반	NNG
경주여행	58	아주	MAG
경주여행	58	건강	NNG
경주여행	58	친정	NNG
경주여행	58	엄마	NNG
경주여행	58	질문	NNG
경주여행	58	코스	NNG
경주여행	58	관련	NNG
경주여행	58	답변	NNG
경주여행	58	드리	VV
경주여행	58	습니다	EF
경주여행	58	부모	NNG
경주여행	58	함께	MAG
경주여행	58	계획	NNG
경주여행	58	군요	EF
경주여행	58	숙소	NNG
경주여행	58	맞춤	NNG
경주여행	58	일정	NNG
경주여행	58	준비	NNG
경주여행	58	어요	EF
경주여행	58	아래	NNG
경주여행	58	첨부	NNG
경주여행	58	일정	NNG
경주여행	59	황리	NNG
경주여행	59	맛집	NNG
경주여행	59	추천	NNG
경주여행	59	이번	NNG
경주여행	59	는데	EC
경주여행	59	황리	NNG
경주여행	59	근처	NNG
경주여행	59	맛집	NNG
경주여행	59	많이	MAG
경주여행	59	추천	NNG
경주여행	59	세요	EP+EF
경주여행	59	뚜벅	MAG
경주여행	59	거리	NNG
경주여행	59	힘들	VA
경주여행	59	어요	EF
경주여행	59	위한	VV+ETM
경주여행	59	황리	NNG
경주여행	59	맛집	NNG
경주여행	59	추천	NNG
경주여행	59	황리	NNG
경주여행	59	맛집	NNG
경주여행	59	맛집	NNG
경주여행	59	매일	MAG
경주여행	59	오랫동안	NNG
경주여행	59	기다려	VV+EC
경주여행	59	배달	NNG
경주여행	60	숙소	NNG
경주여행	60	추천	NNG
경주여행	60	안녕	NNG
경주여행	60	세요	EP+EF
경주여행	60	경기도	NNP
경주여행	60	사람	NNG
경주여행	60	입니다	VCP+EF
경주여행	60	내년	NNG
경주여행	60	중순	NNG
경주여행	60	예정	NNG
경주여행	60	입니다	VCP+EF
경주여행	60	인원	NNG
경주여행	60	엄마	NNG
경주여행	60	초등	NNG
경주여행	60	근데	MAJ
경주여행	60	추운	VA+ETM
경주여행	60	겨울	NNG
경주여행	60	비추	NNG
경주여행	60	입니다	VCP+EF
경주여행	60	가까운	VA+ETM
경주여행	60	거리	NNG
경주여행	60	택시	NNG
경주여행	60	다니	VV
경주여행	60	세요	EP+EF
경주여행	60	즐거운	VA+ETM
경주여행	61	여자	NNG
경주여행	61	친구	NNG
경주여행	61	갈려고	VV+EC
경주여행	61	는데요	EF
경주여행	61	혹시	MAG
경주여행	61	이나	JC
경주여행	61	경치	NNG
경주여행	61	을까요	EC
경주여행	61	이동	NNG
경주여행	61	구요	EF
경주여행	61	계획	NNG
경주여행	61	계시	VX
경주여행	61	는군요	EF
경주여행	61	요즘	MAG
경주여행	61	가시	VV
경주여행	61	정말	MAG
경주여행	61	은데	EC
경주여행	61	그만큼	MAG
경주여행	62	감성	NNG
경주여행	62	쿠지	NNP
경주여행	62	숙소	NNG
경주여행	62	추천	NNG
경주여행	62	부탁	NNG
경주여행	62	드립니다	VV+EF
경주여행	62	마지막	NNG
경주여행	62	계획	NNG
경주여행	62	습니다	EF
경주여행	62	어른	NNG
경주여행	62	아이	NNG
경주여행	62	가능	NNG
경주여행	62	독채	NNG
경주여행	62	쿠지	NNP
경주여행	62	숙소	NNG
경주여행	62	괜찮	VA
경주여행	62	으면	EC
경주여행	62	추천	NNG
경주여행	62	휴식	NNG
경주여행	62	취하	VV
경주여행	62	고자	EC
경주여행	62	최적	NNG
경주여행	62	선택	NNG
경주여행	62	입니다	VCP+EF
경주여행	62	즐거운	VA+ETM
경주여행	62	바랍니다	VV+EF
경주여행	62	http	SL
경주여행	62	itta	SL
경주여행	62	stay	SL
경주여행	62	kr	SL
경주여행	62	html	SL
경주여행	62	index	SL
경주여행	62	html	SL
경주여행	63	봐야	VX+EC
경주여행	63	맛집	NNG
경주여행	63	리스트	NNG
경주여행	63	무엇	NP
경주여행	63	인가요	VCP+EF
경주여행	63	계획	NNG
경주여행	63	필수	NNG
경주여행	63	방문	NNG
경주여행	63	맛집	NNG
경주여행	63	플레이스	NNG
경주여행	63	대해	VV+EC
경주여행	63	습니다	EF
경주여행	63	현지인	NNG
경주여행	63	추천	NNG
경주여행	63	맛집	NNG
경주여행	63	이나	JC
경주여행	63	관광객	NNG
경주여행	63	에게	JKB
경주여행	63	인기	NNG
경주여행	63	플레이스	NNG
경주여행	63	포함	NNG
경주여행	63	종합	NNG
경주여행	63	리스트	NNG
경주여행	63	제공	NNG
경주여행	63	나요	EC
경주여행	63	맛집	NNG
경주여행	63	플레이스	NNG
경주여행	64	추천	NNG
경주여행	64	부탁	NNG
경주여행	64	드려요	VV+EC
경주여행	64	~^^	SY
경주여행	64	다녀오	VV
경주여행	64	은데	EC
경주여행	64	기본	NNG
경주여행	64	으로	JKB
경주여행	64	특별히	MAG
경주여행	64	을까요	EC
경주여행	64	맛집	NNG
경주여행	64	이나	JC
경주여행	64	주신	NNG
경주여행	64	추천	NNG
경주여행	64	드릴게요	VV+EC
경주여행	64	즐거운	VA+ETM
경주여행	64	으면	EC
경주여행	64	어요	EF
경주여행	64	경북	NNP
경주여행	65	코스	NNG
경주여행	65	추천	NNG
경주여행	65	요번	NNG
경주여행	65	색다른	VA+ETM
경주여행	65	주제	NNG
경주여행	65	어요	EF
경주여행	65	문화재	NNG
경주여행	65	위주	NNG
경주여행	65	아닌	VCN+ETM
경주여행	65	다른	MM
경주여행	65	위주	NNG
경주여행	65	갈만	NNG
경주여행	65	추천	NNG
경주여행	65	세요	EP+EF
경주여행	65	야경	NNG
경주여행	65	코스	NNG
경주여행	65	추천	NNG
경주여행	65	답변	NNG
경주여행	65	드릴게요	VV+EC
경주여행	65	안녕	NNG
경주여행	65	세요	EP+EF
경주여행	65	저번	NNG
경주여행	65	사람	NNG
경주여행	65	입니다	VCP+EF
경주여행	66	추천	NNG
경주여행	66	세요	EP+EF+VCP
경주여행	66	추천	NNG
경주여행	66	세요	EP+EF
경주여행	66	안녕	NNG
경주여행	66	세요	EP+EF
경주여행	66	계획	NNG
경주여행	66	루트	NNG
경주여행	66	용시	NNG
경주여행	66	실패	NNG
경주여행	66	소개	NNG
경주여행	66	드릴까	VX+EC
경주여행	66	합니다	VX+EF
경주여행	66	한번	MAG
경주여행	66	마음	NNG
경주여행	66	드신	VV+EP+ETM
경주여행	66	다면	NNG
경주여행	66	채택	NNG
경주여행	66	부탁	NNG
